group,feature_file,exercise,label_name,label,split
G1A,G1A-Anon-ELK-R4-Roscoff-084.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R4-Roscoff-091.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-020.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-022.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-024.npy,ELK,Incorrect,1,test
G1A,G1A-Anon-ELK-R5-Roscoff-025.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-026.npy,ELK,Incorrect,1,test
G1A,G1A-Anon-ELK-R5-Roscoff-032.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-037.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-042.npy,ELK,Incorrect,1,test
G1A,G1A-Anon-ELK-R5-Roscoff-047.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-053.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R5-Roscoff-058.npy,ELK,Incorrect,1,test
G1A,G1A-Anon-ELK-R5-Roscoff-063.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-068.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R5-Roscoff-081.npy,ELK,Incorrect,1,train
G1A,G1A-Anon-ELK-R6-Roscoff-006.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-010.npy,ELK,Incomplete,2,train
G1A,G1A-Anon-ELK-R6-Roscoff-016.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-018.npy,ELK,Incomplete,2,train
G1A,G1A-Anon-ELK-R6-Roscoff-019.npy,ELK,Incomplete,2,train
G1A,G1A-Anon-ELK-R6-Roscoff-023.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-043.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-044.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-056.npy,ELK,Correct,0,test
G1A,G1A-Anon-ELK-R6-Roscoff-057.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-078.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-086.npy,ELK,Correct,0,test
G1A,G1A-Anon-ELK-R6-Roscoff-089.npy,ELK,Correct,0,train
G1A,G1A-Anon-ELK-R6-Roscoff-090.npy,ELK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-006.npy,RTK,Incorrect,1,train
G1A,G1A-Anon-RTK-R1-Brest-012.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-016.npy,RTK,Incorrect,1,train
G1A,G1A-Anon-RTK-R1-Brest-018.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-019.npy,RTK,Incorrect,1,train
G1A,G1A-Anon-RTK-R1-Brest-020.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-024.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R1-Brest-032.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-055.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-059.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-073.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-079.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-089.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R1-Brest-094.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R2-Brest-004.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-007.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R2-Brest-015.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-035.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-038.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-044.npy,RTK,Incomplete,2,test
G1A,G1A-Anon-RTK-R2-Brest-047.npy,RTK,Incomplete,2,test
G1A,G1A-Anon-RTK-R2-Brest-067.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-082.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-085.npy,RTK,Incomplete,2,test
G1A,G1A-Anon-RTK-R2-Brest-092.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R2-Brest-093.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R2-Brest-097.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R3-Brest-009.npy,RTK,Incorrect,1,test
G1A,G1A-Anon-RTK-R3-Brest-029.npy,RTK,Incorrect,1,train
G1A,G1A-Anon-RTK-R3-Brest-033.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R3-Brest-036.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R3-Brest-039.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R3-Brest-046.npy,RTK,Incomplete,2,test
G1A,G1A-Anon-RTK-R3-Brest-057.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R3-Brest-061.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R3-Brest-066.npy,RTK,Incorrect,1,test
G1A,G1A-Anon-RTK-R3-Brest-078.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R3-Brest-083.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R3-Brest-100.npy,RTK,Incomplete,2,test
G1A,G1A-Anon-RTK-R3-Brest-101.npy,RTK,Incorrect,1,test
G1A,G1A-Anon-RTK-R4-Roscoff-003.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-014.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-017.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-022.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-031.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-051.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R4-Roscoff-065.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-080.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-081.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R4-Roscoff-086.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R4-Roscoff-087.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-090.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R4-Roscoff-091.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R4-Roscoff-096.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R5-Roscoff-008.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-023.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-028.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-034.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-041.npy,RTK,Incomplete,2,train
G1A,G1A-Anon-RTK-R5-Roscoff-053.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-054.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-058.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-060.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-064.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R5-Roscoff-076.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-088.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-098.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R5-Roscoff-099.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-001.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R6-Roscoff-002.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-011.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-013.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-027.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-037.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-040.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-045.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-048.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R6-Roscoff-056.npy,RTK,Correct,0,test
G1A,G1A-Anon-RTK-R6-Roscoff-068.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-069.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-070.npy,RTK,Correct,0,train
G1A,G1A-Anon-RTK-R6-Roscoff-075.npy,RTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Brest-029.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Brest-034.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Brest-090.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Brest-093.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Brest-096.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Roscoff-009.npy,CTK,Incomplete,2,train
G2A,G2A-Anon-CTK-S1-Roscoff-012.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Roscoff-013.npy,CTK,Incorrect,1,train
G2A,G2A-Anon-CTK-S1-Roscoff-043.npy,CTK,Correct,0,test
G2A,G2A-Anon-CTK-S1-Roscoff-051.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S1-Roscoff-059.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S2-Roscoff-003.npy,CTK,Incorrect,1,test
G2A,G2A-Anon-CTK-S2-Roscoff-018.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S2-Roscoff-021.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S2-Roscoff-025.npy,CTK,Incorrect,1,test
G2A,G2A-Anon-CTK-S3-Roscoff-077.npy,CTK,Incorrect,1,train
G2A,G2A-Anon-CTK-S3-Roscoff-091.npy,CTK,Incorrect,1,test
G2A,G2A-Anon-CTK-S4-Roscoff-001.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S4-Roscoff-015.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S4-Roscoff-026.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S4-Roscoff-046.npy,CTK,Correct,0,test
G2A,G2A-Anon-CTK-S4-Roscoff-068.npy,CTK,Incomplete,2,train
G2A,G2A-Anon-CTK-S4-Roscoff-074.npy,CTK,Correct,0,train
G2A,G2A-Anon-CTK-S4-Roscoff-088.npy,CTK,Incomplete,2,train
G2A,G2A-Anon-ELK-S1-Roscoff-060.npy,ELK,Incorrect,1,train
G2A,G2A-Anon-ELK-S1-Roscoff-071.npy,ELK,Correct,0,test
G2A,G2A-Anon-ELK-S1-Roscoff-072.npy,ELK,Correct,0,train
G2A,G2A-Anon-ELK-S1-Roscoff-077.npy,ELK,Incorrect,1,train
G2A,G2A-Anon-ELK-S3-Roscoff-007.npy,ELK,Incomplete,2,test
G2A,G2A-Anon-ELK-S3-Roscoff-021.npy,ELK,Correct,0,train
G2A,G2A-Anon-ELK-S3-Roscoff-085.npy,ELK,Correct,0,train
G2A,G2A-Anon-RTK-S1-Roscoff-005.npy,RTK,Correct,0,test
G2A,G2A-Anon-RTK-S1-Roscoff-010.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S1-Roscoff-025.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S1-Roscoff-049.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S1-Roscoff-050.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S1-Roscoff-052.npy,RTK,Correct,0,test
G2A,G2A-Anon-RTK-S1-Roscoff-072.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S2-Roscoff-021.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S2-Roscoff-063.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S3-Roscoff-030.npy,RTK,Correct,0,test
G2A,G2A-Anon-RTK-S3-Roscoff-084.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S3-Roscoff-095.npy,RTK,Incorrect,1,train
G2A,G2A-Anon-RTK-S5-Brest-026.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S5-Brest-043.npy,RTK,Correct,0,test
G2A,G2A-Anon-RTK-S5-Brest-074.npy,RTK,Correct,0,train
G2A,G2A-Anon-RTK-S6-Roscoff-042.npy,RTK,Incorrect,1,train
G2A,G2A-Anon-RTK-S6-Roscoff-062.npy,RTK,Incorrect,1,test
G2A,G2A-Anon-RTK-S6-Roscoff-071.npy,RTK,Incorrect,1,train
G2A,G2A-Anon-RTK-S6-Roscoff-077.npy,RTK,Correct,0,test
